service,modifier,location,language,page_type,focus_keyword,suggested_slug,title_tag,meta_description,parent_page,sibling_link_targets,cross_service_target,monthly_volume,keyword_difficulty,intent,priority_tier,notes,evidence_sources,evidence_count,backbone_status,publish_recommendation
Google Ads,betreuung,Wuppertal,de,geo-modifier,google ads betreuung wuppertal,/google-ads/wuppertal/betreuung/,Google Ads Betreuung Wuppertal | NEO THE AGENCY,"NEO THE AGENCY bietet google ads betreuung wuppertal fuer Unternehmen in Wuppertal. Strategie, Setup und Optimierung fuer messbare Nachfrage, qualifizierte Leads und klare Conversion-Logik.",/google-ads/wuppertal/,/google-ads/essen/ | /google-ads/duisburg/ | /google-ads/bochum/,/seo/wuppertal/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Google Ads,landingpage,Bochum,de,geo-modifier,google ads landingpage bochum,/google-ads/bochum/landingpage/,Google Ads Landingpage Bochum | NEO THE AGENCY,"NEO THE AGENCY bietet google ads landingpage bochum fuer Unternehmen in Bochum. Strategie, Setup und Optimierung fuer messbare Nachfrage, qualifizierte Leads und klare Conversion-Logik.",/google-ads/bochum/,/google-ads/essen/ | /google-ads/duisburg/ | /google-ads/wuppertal/,/seo/bochum/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Google Ads,landingpage,Duisburg,de,geo-modifier,google ads landingpage duisburg,/google-ads/duisburg/landingpage/,Google Ads Landingpage Duisburg | NEO THE AGENCY,"NEO THE AGENCY bietet google ads landingpage duisburg fuer Unternehmen in Duisburg. Strategie, Setup und Optimierung fuer messbare Nachfrage, qualifizierte Leads und klare Conversion-Logik.",/google-ads/duisburg/,/google-ads/essen/ | /google-ads/bochum/ | /google-ads/wuppertal/,/seo/duisburg/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Google Ads,landingpage,Essen,de,geo-modifier,google ads landingpage essen,/google-ads/essen/landingpage/,Google Ads Landingpage Essen | NEO THE AGENCY,"NEO THE AGENCY bietet google ads landingpage essen fuer Unternehmen in Essen. Strategie, Setup und Optimierung fuer messbare Nachfrage, qualifizierte Leads und klare Conversion-Logik.",/google-ads/essen/,/google-ads/duisburg/ | /google-ads/bochum/ | /google-ads/wuppertal/,/seo/essen/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Google Ads,landingpage,Wuppertal,de,geo-modifier,google ads landingpage wuppertal,/google-ads/wuppertal/landingpage/,Google Ads Landingpage Wuppertal | NEO THE AGENCY,"NEO THE AGENCY bietet google ads landingpage wuppertal fuer Unternehmen in Wuppertal. Strategie, Setup und Optimierung fuer messbare Nachfrage, qualifizierte Leads und klare Conversion-Logik.",/google-ads/wuppertal/,/google-ads/essen/ | /google-ads/duisburg/ | /google-ads/bochum/,/seo/wuppertal/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,agentur,Bochum,de,geo,seo agentur bochum,/seo/bochum/,Seo Agentur Bochum | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur bochum fuer Unternehmen in Bochum. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/seo/essen/ | /seo/duisburg/ | /seo/wuppertal/,/google-ads/bochum/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 3. Publish recommendation: validate-first.,Google Suggest | Bing Autosuggest | Backbone Pattern,3,public-expansion,validate-first
SEO,agentur,Duisburg,de,geo,seo agentur duisburg,/seo/duisburg/,Seo Agentur Duisburg | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur duisburg fuer Unternehmen in Duisburg. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/seo/essen/ | /seo/bochum/ | /seo/wuppertal/,/google-ads/duisburg/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 3. Publish recommendation: validate-first.,Google Suggest | Bing Autosuggest | Backbone Pattern,3,public-expansion,validate-first
SEO,agentur,Essen,de,geo,seo agentur essen,/seo/essen/,Seo Agentur Essen | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur essen fuer Unternehmen in Essen. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/seo/duisburg/ | /seo/bochum/ | /seo/wuppertal/,/google-ads/essen/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 3. Publish recommendation: validate-first.,Bing Autosuggest | Google Suggest | Backbone Pattern,3,public-expansion,validate-first
SEO,agentur,Wuppertal,de,geo,seo agentur wuppertal,/seo/wuppertal/,Seo Agentur Wuppertal | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur wuppertal fuer Unternehmen in Wuppertal. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/seo/essen/ | /seo/duisburg/ | /seo/bochum/,/google-ads/wuppertal/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: validate-first.,Google Suggest | Backbone Pattern,2,public-expansion,validate-first
SEO,audit,Bochum,de,geo-modifier,seo audit bochum,/seo/bochum/audit/,Seo Audit Bochum | NEO THE AGENCY,"NEO THE AGENCY bietet seo audit bochum fuer Unternehmen in Bochum. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/bochum/,/seo/essen/ | /seo/duisburg/ | /seo/wuppertal/,/google-ads/bochum/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,audit,Duisburg,de,geo-modifier,seo audit duisburg,/seo/duisburg/audit/,Seo Audit Duisburg | NEO THE AGENCY,"NEO THE AGENCY bietet seo audit duisburg fuer Unternehmen in Duisburg. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/duisburg/,/seo/essen/ | /seo/bochum/ | /seo/wuppertal/,/google-ads/duisburg/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,audit,Essen,de,geo-modifier,seo audit essen,/seo/essen/audit/,Seo Audit Essen | NEO THE AGENCY,"NEO THE AGENCY bietet seo audit essen fuer Unternehmen in Essen. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/essen/,/seo/duisburg/ | /seo/bochum/ | /seo/wuppertal/,/google-ads/essen/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,audit,Wuppertal,de,geo-modifier,seo audit wuppertal,/seo/wuppertal/audit/,Seo Audit Wuppertal | NEO THE AGENCY,"NEO THE AGENCY bietet seo audit wuppertal fuer Unternehmen in Wuppertal. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/wuppertal/,/seo/essen/ | /seo/duisburg/ | /seo/bochum/,/google-ads/wuppertal/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,b2b,Bochum,de,geo-industry,seo b2b bochum,/seo/bochum/b2b/,Seo B2b Bochum | NEO THE AGENCY,"NEO THE AGENCY bietet seo b2b bochum fuer Unternehmen in Bochum. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/bochum/,/seo/essen/ | /seo/duisburg/ | /seo/wuppertal/,/google-ads/bochum/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,b2b,Duisburg,de,geo-industry,seo b2b duisburg,/seo/duisburg/b2b/,Seo B2b Duisburg | NEO THE AGENCY,"NEO THE AGENCY bietet seo b2b duisburg fuer Unternehmen in Duisburg. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/duisburg/,/seo/essen/ | /seo/bochum/ | /seo/wuppertal/,/google-ads/duisburg/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,b2b,Essen,de,geo-industry,seo b2b essen,/seo/essen/b2b/,Seo B2b Essen | NEO THE AGENCY,"NEO THE AGENCY bietet seo b2b essen fuer Unternehmen in Essen. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/essen/,/seo/duisburg/ | /seo/bochum/ | /seo/wuppertal/,/google-ads/essen/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,b2b,Wuppertal,de,geo-industry,seo b2b wuppertal,/seo/wuppertal/b2b/,Seo B2b Wuppertal | NEO THE AGENCY,"NEO THE AGENCY bietet seo b2b wuppertal fuer Unternehmen in Wuppertal. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/wuppertal/,/seo/essen/ | /seo/duisburg/ | /seo/bochum/,/google-ads/wuppertal/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,beratung,Bochum,de,geo-modifier,seo beratung bochum,/seo/bochum/beratung/,Seo Beratung Bochum | NEO THE AGENCY,"NEO THE AGENCY bietet seo beratung bochum fuer Unternehmen in Bochum. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/bochum/,/seo/essen/ | /seo/duisburg/ | /seo/wuppertal/,/google-ads/bochum/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,beratung,Duisburg,de,geo-modifier,seo beratung duisburg,/seo/duisburg/beratung/,Seo Beratung Duisburg | NEO THE AGENCY,"NEO THE AGENCY bietet seo beratung duisburg fuer Unternehmen in Duisburg. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/duisburg/,/seo/essen/ | /seo/bochum/ | /seo/wuppertal/,/google-ads/duisburg/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,beratung,Essen,de,geo-modifier,seo beratung essen,/seo/essen/beratung/,Seo Beratung Essen | NEO THE AGENCY,"NEO THE AGENCY bietet seo beratung essen fuer Unternehmen in Essen. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/essen/,/seo/duisburg/ | /seo/bochum/ | /seo/wuppertal/,/google-ads/essen/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,beratung,Wuppertal,de,geo-modifier,seo beratung wuppertal,/seo/wuppertal/beratung/,Seo Beratung Wuppertal | NEO THE AGENCY,"NEO THE AGENCY bietet seo beratung wuppertal fuer Unternehmen in Wuppertal. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/wuppertal/,/seo/essen/ | /seo/duisburg/ | /seo/bochum/,/google-ads/wuppertal/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Webdesign,agentur,Bochum,de,geo,webdesign agentur bochum,/webdesign/bochum/,Webdesign Agentur Bochum | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign agentur bochum fuer Unternehmen in Bochum. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/webdesign/essen/ | /webdesign/duisburg/ | /webdesign/wuppertal/,/seo/bochum/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 3. Publish recommendation: validate-first.,Google Suggest | Bing Autosuggest | Backbone Pattern,3,public-expansion,validate-first
Webdesign,agentur,Duisburg,de,geo,webdesign agentur duisburg,/webdesign/duisburg/,Webdesign Agentur Duisburg | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign agentur duisburg fuer Unternehmen in Duisburg. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/webdesign/essen/ | /webdesign/bochum/ | /webdesign/wuppertal/,/seo/duisburg/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: validate-first.,Google Suggest | Backbone Pattern,2,public-expansion,validate-first
Webdesign,agentur,Essen,de,geo,webdesign agentur essen,/webdesign/essen/,Webdesign Agentur Essen | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign agentur essen fuer Unternehmen in Essen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/webdesign/duisburg/ | /webdesign/bochum/ | /webdesign/wuppertal/,/seo/essen/,,,Commercial,Tier 2,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: validate-first.,Google Suggest | Backbone Pattern,2,public-expansion,validate-first
